"Fiscal Year","Unique Identifier","Deal Number",Decision,"Decision Date","Effective Date","Expiration Date",Brokered,"Deal Cancelled",Country,Program,"Policy Type","Decision Authority","Primary Export Product NAICS/SIC code","Product Description",Term,"Primary Applicant","Primary Lender","Primary Exporter","Primary Exporter City","Primary Exporter State Code","Primary Exporter State Name","Primary Borrower","Primary Source of Repayment (PSOR)","Working Capital Delegated Authority","Approved/Declined Amount","Disbursed/Shipped Amount","Undisbursed Exposure Amount","Outstanding Exposure Amount","Small Business Authorized Amount","Woman Owned Authorized Amount","Minority Owned Authorized Amount","Loan Interest Rate","Multiyear Working Capital Extension",effective_date_01
2007,08083329XX0001,AP083329XX,Approved,2007-08-09,2007-08-09,2007-08-09,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",424470,"Meat and Meat Product Merchant Wholesalers","Short Term","Gbc International Bank","Gbc International Bank","J K In-Ex International Inc","Los Alamitos",CA,California,"J K In-Ex International Inc","J K In-Ex International Inc",Yes,450000,450000,0,0,450000,450000,450000,N/A,,NULL
2007,08083330XX0001,AP083330XX,Approved,2007-08-09,2007-08-09,2007-08-09,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5122,"Drugs - Drug Proprietaries. and Druggists' Sundries","Short Term","Saehan Bank","Saehan Bank","Moba, Inc","Van Nuys",CA,California,"Moba, Inc","Moba, Inc",Yes,900000,900000,0,0,900000,0,0,N/A,,NULL
2007,08083331XX0001,AP083331XX,Approved,2007-08-07,2007-08-07,2007-08-07,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5159,"Farm-Product Raw Materials - NEC","Short Term","East West Bank","East West Bank","Cal-Agrex Inc","San Bruno",CA,California,"Cal-Agrex Inc","Cal-Agrex Inc",Yes,2700000,2700000,0,0,2700000,0,2700000,N/A,,NULL
2007,08083334XX0001,AP083334XX,Approved,2007-08-13,2007-08-13,2007-08-13,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334111,"Electronic Computer Manufacturing","Short Term","East West Bank","East West Bank","Intercommercial Group Llc","City Of Industry",CA,California,"Intercommercial Group Llc","Intercommercial Group Llc",Yes,270000,270000,0,0,270000,0,270000,N/A,,NULL
2007,08083336XX0001,AP083336XX,Approved,2007-08-07,2007-08-07,2007-08-07,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",333132,"Oil and Gas Field Machinery and Equipment Manufacturing","Short Term","Frost National Bank","Frost National Bank","Lafleur Petroleum Services, Inc.",Weatherford,TX,Texas,"Lafleur Petroleum Services, Inc.","Lafleur Petroleum Services, Inc.",Yes,675000,675000,0,0,675000,0,0,N/A,,NULL
2007,08083337XX0001,AP083337XX,Approved,2007-09-11,2007-09-11,2007-09-11,No,No,Ireland,Guarantee,N/A,Board,NULL,"Large Commercial Jet Aircraft","Long Term","Ryanair Holdings Plc","ING Capital LLC","Boeing Company, The",Renton,WA,Washington,"SPC/Ryanair Ltd.","Ryanair Holdings Plc",,393975000,375849608,0,0,0,0,0,N/A,,NULL
2007,08083347XX0001,AP083347XX,Approved,2007-08-02,2007-08-02,2007-08-02,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",541380,"Testing Laboratories","Short Term","Wells Fargo Bank Minnesota Na","Wells Fargo Bank N A","7 Layers, Incorporation",Irvine,CA,California,"7 Layers, Incorporation","7 Layers, Incorporation",Yes,540000,540000,0,0,540000,0,0,N/A,,NULL
2007,08083354XX0001,AP083354XX,Approved,2007-07-23,2007-07-23,2007-07-23,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3542,"Machine Tools - Metal Forming Types","Short Term","World Trade Finance Inc","World Trade Finance Inc","Mjc Engineering And Technology Inc.","Huntington Beach",CA,California,"Mjc Engineering And Technology Inc.","Mjc Engineering And Technology Inc.",Yes,1791000,1791000,0,0,1791000,0,0,N/A,,NULL
2007,08083362XX0001,AP083362XX,Approved,2007-09-04,2007-09-04,2007-09-04,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3827,"Optical Instruments and Lenses","Short Term","Td Banknorth N.A.","Td Banknorth N.A.","Barr Associates, Inc.",Westford,MA,Massachusetts,"Barr Associates, Inc.","Barr Associates, Inc.",Yes,900000,900000,0,0,900000,0,0,N/A,,NULL
2007,08083363XX0001,AP083363XX,Approved,2007-07-12,2007-07-12,2007-07-12,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",333293,"Printing Machinery And Equipment Manufacturing","Short Term","Mb Financial Bank, Na","Mb Financial Bank, Na","Tensor Group, Inc.",Woodridge,IL,Illinois,"Tensor Group, Inc.","Tensor Group, Inc.",Yes,300000,300000,0,0,300000,300000,300000,N/A,,NULL
2007,08083364XX0001,AP083364XX,Approved,2007-08-15,2007-08-15,2007-08-15,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",2741,"Miscellaneous Publishing","Short Term","Unionbancal Corporation","Union Bank Of California","Browntrout Publishers, Inc.","San Francisco",CA,California,"Browntrout Publishers, Inc.","Browntrout Publishers, Inc.",Yes,4500000,4500000,0,0,4500000,0,0,N/A,,NULL
2007,08083374XX0001,AP083374XX,Approved,2007-08-10,2007-08-10,2007-08-10,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",332710,"Machine Shops","Short Term","Regions Bank, Inc.","Regions Bank, Inc.","Precision Industries, Inc.","Baton Rouge",LA,Louisiana,"Precision Industries, Inc.","Precision Industries, Inc.",Yes,450000,450000,0,0,450000,0,0,N/A,,NULL
2007,08083380XX0001,AP083380XX,Approved,2007-09-26,2007-09-26,2007-09-26,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",333517,"Machine Tool Manufacturing","Short Term","Fifth Third Bank","Fifth Third Bank","T H T Presses Inc",Dayton,OH,Ohio,"T H T Presses Inc","T H T Presses Inc",Yes,450000,450000,0,0,450000,0,0,N/A,,NULL
2007,08083381XX0001,AP083381XX,Approved,2007-08-24,2007-08-24,2007-08-24,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334519,"Other Measuring and Controlling Device Manufacturing","Short Term","Sterling Bank","Sterling Bank","Daily Instruments Corporation",Houston,TX,Texas,"Daily Instruments Corporation","Daily Instruments Corporation",Yes,225000,225000,0,0,225000,0,0,N/A,,NULL
2007,08083384XX0001,AP083384XX,Approved,2008-01-21,2008-01-21,2008-01-21,No,No,Brazil,Guarantee,N/A,"Loan/Credit Committee",3721,Aircraft,"Medium Term","Hencorp Becstone Capital, L.C.","Hencorp Becstone Capital, L.C.","U-Boat Parts Inc.",Miami,FL,Florida,"Taf Linhas Aereas S.A.","Pessoa De Araujo, Joao Ariston",,3678678,2980505.46,0,0,0,0,0,N/A,,NULL
2007,08083385XX0001,AP083385XX,Approved,2008-01-30,2008-01-30,2008-01-30,No,No,Mexico,Guarantee,N/A,Board,213111,"Drilling Oil and Gas Wells","Long Term","Abn Amro Bank N.V.","Abn Amro Bank N.V.","Nabors Industries Inc",Houston,TX,Texas,"Petroleos Mexicanos","Petroleos Mexicanos",,200000000,200000000,0,0,15700000,0,2000000,N/A,,NULL
2007,08083387XX0001,AP083387XX,Approved,2007-09-05,2007-09-05,2007-09-05,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3531,"Construction Machinery and Equipment","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","Dredging Supply Company, Inc",Reserve,LA,Louisiana,"Dredging Supply Company, Inc","Dredging Supply Company, Inc",Yes,2700000,2700000,0,0,2700000,0,0,N/A,,NULL
2007,08083388XX0001,AP083388XX,Approved,2007-09-14,2007-09-14,2007-09-14,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3599,"Industrial and Commercial Machinery - NEC","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","V-S Industries, Inc.",Wheeling,IL,Illinois,"V-S Industries, Inc.","V-S Industries, Inc.",Yes,3150000,3150000,0,0,3150000,0,0,N/A,,NULL
2007,08083389XX0001,AP083389XX,Approved,2007-08-22,2007-08-22,2007-08-22,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3674,"Semicinductors and Related Devices","Short Term","Silicon Valley Bank","Silicon Valley Bank","Xceive Corporation","Santa Clara",CA,California,"Xceive Corporation","Xceive Corporation",Yes,1800000,1800000,0,0,1800000,0,0,N/A,,NULL
2007,08083391XX0001,AP083391XX,Approved,2007-07-25,2007-07-25,2007-07-25,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5083,"Farm and Garden Machinery and Equipment","Short Term","Suntrust Banks, Inc.","Suntrust Banks, Inc.","Poultry And Industrial Suppliers, Inc.",Miami,FL,Florida,"Poultry And Industrial Suppliers, Inc.","Poultry And Industrial Suppliers, Inc.",Yes,1350000,1350000,0,0,1350000,0,1350000,N/A,,NULL
2007,08083391XX0002,AP083391XX,Approved,2007-09-20,2007-09-20,2007-09-20,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5083,"Farm and Garden Machinery and Equipment","Short Term","Suntrust Banks, Inc.","Suntrust Banks, Inc.","Poultry And Industrial Suppliers, Inc.",Miami,FL,Florida,"Poultry And Industrial Suppliers, Inc.","Poultry And Industrial Suppliers, Inc.",Yes,1350000,1350000,0,0,1350000,0,1350000,N/A,,NULL
2007,08083392XX0001,AP083392XX,Approved,2007-09-27,2007-09-27,2007-09-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a","Short Term","Pacific Western Bank","Pacific Western Bank","Fundamental Technologies International","Long Beach",CA,California,"Fundamental Technologies International","Fundamental Technologies International",Yes,270000,270000,0,0,270000,0,0,N/A,,NULL
2007,08083393XX0001,AP083393XX,Approved,2007-08-10,2007-08-10,2007-08-10,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",333249,"Other Industrial Machinery Manufacturing","Short Term","Pnc Bank, N.A.","Pnc Bank, N.A.","Assembly & Test Worldwide Inc.",Dayton,OH,Ohio,"Assembly & Test Worldwide Inc.","Assembly & Test Worldwide Inc.",Yes,4500000,4500000,0,0,4500000,0,0,N/A,,NULL
2007,08083394XX0001,AP083394XX,Approved,2007-08-24,2007-08-24,2007-08-24,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",423440,"Other Commercial Equipment Merchant Wholesalers","Short Term","Omnibank, N.A.","Omnibank, N.A.","Danmar Industries Inc",Houston,TX,Texas,"Danmar Industries Inc","Danmar Industries Inc",Yes,1800000,1800000,0,0,1800000,0,0,N/A,,NULL
2007,08083398XX0001,AP083398XX,Approved,2007-09-13,2007-09-13,2007-09-13,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",522293,"International Trade Financing","Short Term","First American Bank Corp. (Del)","First American Bank Corp. (Del)","Greenfield Worldtrade, Inc.",Weston,FL,Florida,"Greenfield Worldtrade, Inc.","Greenfield Worldtrade, Inc.",Yes,300000,300000,0,0,300000,0,0,N/A,,NULL
2007,08083404XX0001,AP083404XX,Approved,2007-08-27,2007-08-27,2007-08-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",2833,"Medicinal Chemicals and Botanical Products","Short Term","Bank Of Texas, National Association","Bank Of Texas, National Association","Dymatize Enterprises, Inc","Farmers Branch",TX,Texas,"Dymatize Enterprises, Inc","Dymatize Enterprises, Inc",Yes,1350000,1350000,0,0,1350000,0,0,N/A,,NULL
2007,08083405XX0001,AP083405XX,Approved,2007-08-28,2007-08-28,2007-08-28,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",423830,"Industrial Machinery and Equipment Merchant Wholesalers","Short Term","Bank Of Texas, National Association","Bank Of Texas, National Association","Rj Engineering Systems, Inc.",Houston,TX,Texas,"Rj Engineering Systems, Inc.","Rj Engineering Systems, Inc.",Yes,1350000,1350000,0,0,1350000,0,1350000,N/A,,NULL
2007,08083413XX0001,AP083413XX,Approved,2007-08-27,2007-08-27,2007-08-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334220,"Radio and Television Broadcasting and Wireless Communications Equipment Man","Short Term","City National Bank","City National Bank","Video Products Group Inc",Oxnard,CA,California,"Video Products Group Inc","Video Products Group Inc",Yes,900000,900000,0,0,900000,900000,0,N/A,,NULL
2007,08083414XX0001,AP083414XX,Approved,2007-08-28,2007-08-28,2007-08-28,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",8711,"Engineering Services","Short Term","Branch Banking And Trust Company","Branch Banking And Trust Company","Jordan Technologies, Inc",Louisville,KY,Kentucky,"Jordan Technologies, Inc","Jordan Technologies, Inc",Yes,1260000,1260000,0,0,1260000,0,0,N/A,,NULL
2007,08083419XX0001,AP083419XX,Approved,2007-09-13,2007-09-13,2007-09-13,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334519,"Other Measuring and Controlling Device Manufacturing","Short Term","Suntrust Banks, Inc.","Suntrust Banks, Inc.","Nucsafe Inc.","Oak Ridge",TN,Tennessee,"Nucsafe Inc.","Nucsafe Inc.",Yes,300000,300000,0,0,300000,0,0,N/A,,NULL
2007,08083424XX0001,AP083424XX,Approved,2007-08-31,2007-08-31,2007-08-31,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",1382,"Oil and Gas Field Exploration Services","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","Superior Offshore International Inc.",Lafayette,LA,Louisiana,"Superior Offshore International Inc.","Superior Offshore International Inc.",Yes,13500000,13500000,0,0,0,0,0,N/A,,NULL
2007,08083426XX0001,AP083426XX,Approved,2007-09-04,2007-09-04,2007-09-04,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",423930,"Recyclable Material Merchant Wholesalers","Short Term","Comerica Bank","Comerica Bank","Arc International Corp.","City Of Industry",CA,California,"Arc International Corp.","Arc International Corp.",Yes,2700000,2700000,0,0,2700000,0,2700000,N/A,,NULL
2007,08083429XX0001,AP083429XX,Approved,2007-08-27,2007-08-27,2007-08-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",333517,"Machine Tool Manufacturing","Short Term","Wells Fargo Bank Minnesota Na","Wells Fargo Bank, Na","Gemcor Ii, Llc","West Seneca",NY,"New York","Gemcor Ii, Llc","Gemcor Ii, Llc",Yes,6120000,6120000,0,0,6120000,0,0,N/A,,NULL
2007,08083430XX0001,AP083430XX,Approved,2007-08-23,2007-08-23,2007-08-23,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System ","Short Term","Citizens Bank Of Pennsylvania","Citizens Bank Of Pennsylvania","Sensis Corporation","East Syracuse",NY,"New York","Sensis Corporation","Sensis Corporation",Yes,6750000,6750000,0,0,0,0,0,N/A,,NULL
2007,08083436XX0001,AP083436XX,Approved,2007-09-07,2007-09-07,2007-09-07,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3462,"Iron and Steel Forgings","Short Term","Rbs Asset Finance Inc.","Rbs Asset Finance Inc.","Pmt Industries, Llc",Surgoinsville,TN,Tennessee,"Pmt Industries, Llc","Pmt Industries, Llc",Yes,1800000,1800000,0,0,1800000,0,0,N/A,,NULL
2007,08083437XX0001,AP083437XX,Approved,2007-09-18,2007-09-18,2007-09-18,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",2813,"Industrial Gases","Short Term","Bank Of America N.A.","Bank Of America N.A.","Pacific Consolidated Industries Llc",Riverside,CA,California,"Pacific Consolidated Industries Llc","Pacific Consolidated Industries Llc",Yes,2700000,2700000,0,0,2700000,0,0,N/A,,NULL
2007,08083438XX0001,AP083438XX,Approved,2007-09-17,2007-09-17,2007-09-17,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",811,"Timber Tracts","Short Term","Bank Of America N.A.","Bank Of America N.A.","Almond Bros Lumber Co",Coushatta,LA,Louisiana,"Almond Bros Lumber Co","Almond Bros Lumber Co",Yes,6300000,6300000,0,0,0,0,0,N/A,,NULL
2007,08083440XX0001,AP083440XX,Approved,2007-09-18,2007-09-18,2007-09-18,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",8713,"Surveying Services","Short Term","Bank Of America N.A.","Bank Of America N.A.","Williamson & Associates, Inc.",Seattle,WA,Washington,"Williamson & Associates, Inc.","Williamson & Associates, Inc.",Yes,1291714,1291714,0,0,1291714,0,0,N/A,,NULL
2007,08083448XX0001,AP083448XX,Approved,2007-09-04,2007-09-04,2007-09-04,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5146,"Fish and Seafood","Short Term","Unionbancal Corporation","Union Bank Of California","Pacific Ocean Foods, Inc.",Seattle,WA,Washington,"Pacific Ocean Foods, Inc.","Pacific Ocean Foods, Inc.",Yes,1350000,1350000,0,0,1350000,1350000,1350000,N/A,,NULL
2007,08083462XX0001,AP083462XX,Approved,2007-09-10,2007-09-10,2007-09-10,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334210,"Telephone Apparatus Manufacturing","Short Term","East West Bank","East West Bank","Quintum Technologies, Inc.",Eatontown,NJ,"New Jersey","Quintum Technologies, Inc.","Quintum Technologies, Inc.",Yes,1800000,1800000,0,0,1800000,0,0,N/A,,NULL
2007,08083466XX0001,AP083466XX,Approved,2007-09-12,2007-09-12,2007-09-12,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",423830,"Industrial Machinery and Equipment Merchant Wholesalers","Short Term","Branch Banking & Trust Co","Branch Banking & Trust Co","Westex Group Inc",Rockville,MD,Maryland,"Westex Group Inc","Westex Group Inc",Yes,300000,300000,0,0,300000,0,300000,N/A,,NULL
2007,08083467XX0001,AP083467XX,Approved,2007-09-06,2007-09-06,2007-09-06,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",2299,"Textile Goods - NEC","Short Term","Pnc Bank, N.A.","Pnc Bank, N.A.","Icg/Holliston Mills Inc.",Kingsport,TN,Tennessee,"Icg/Holliston Mills Inc.","Icg/Holliston Mills Inc.",Yes,4500000,4500000,0,0,4500000,0,0,N/A,,NULL
2007,08083469XX0001,AP083469XX,Approved,2007-09-25,2007-09-25,2007-09-25,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",NULL,N/A,"Short Term","Comerica Incorporated","Comerica Incorporated","Emd Services International Llc",Harvey,LA,Louisiana,"Emd Services International Llc","Emd Services International Llc",Yes,9000000,9000000,0,0,9000000,0,0,N/A,,NULL
2007,08083473XX0001,AP083473XX,Approved,2007-09-13,2007-09-13,2007-09-13,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",1623,"Water - Sewer - Pipeline - and Communications and Pow","Short Term","Branch Banking And Trust Company","Branch Banking And Trust Company","Atlas Financial Holdings Inc",Orlando,FL,Florida,"Atlas Financial Holdings Inc","Atlas Financial Holdings Inc",Yes,855000,855000,0,0,855000,0,0,N/A,,NULL
2007,08083474XX0001,AP083474XX,Approved,2007-09-18,2007-09-18,2007-09-18,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",2452,"Prefabricated Wood Buildings and Components","Short Term","Citibank, N.A.","Citibank, N.A.","Porta-Kamp Construction Co",Houston,TX,Texas,"Porta-Kamp Construction Co","Porta-Kamp Construction Co",Yes,3150000,3150000,0,0,3150000,0,0,N/A,,NULL
2007,08083477XX0001,AP083477XX,Approved,2007-09-17,2007-09-17,2007-09-17,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",511210,"Software Publishers","Short Term","Silicon Valley Bank","Silicon Valley Bank","Vmonitor Inc.",Houston,TX,Texas,"Vmonitor Inc.","Vmonitor Inc.",Yes,3375000,3375000,0,0,3375000,0,0,N/A,,NULL
2007,08083479XX0001,AP083479XX,Approved,2007-09-14,2007-09-14,2007-09-14,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3081,"Unsupported Plastics Film and Sheet","Short Term","Wells Fargo Bank N.A.","Wells Fargo Bank N.A.","Applied Extrusion Technologies, Inc.","New Castle",DE,Delaware,"Applied Extrusion Technologies, Inc.","Applied Extrusion Technologies, Inc.",Yes,4500000,4500000,0,0,0,0,0,N/A,,NULL
2007,08083482XX0001,AP083482XX,Approved,2007-09-17,2007-09-17,2007-09-17,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",1389,"Oil and Gas Field Services - NEC","Short Term","Bank Of America N.A.","Bank Of America N.A.","Natco Group Inc",Houston,TX,Texas,"Natco Group Inc","Natco Group Inc",Yes,9000000,9000000,0,0,0,0,0,N/A,,NULL
2007,08083488XX0001,AP083488XX,Approved,2007-09-18,2007-09-18,2007-09-18,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",8742,"Management Consulting Services","Short Term","Amegy Bank National Association","Amegy Bank National Association","Link Project Service, Inc.",Houston,TX,Texas,"Link Project Service, Inc.","Link Project Service, Inc.",Yes,1350000,1350000,0,0,0,0,0,N/A,,NULL
2007,08083494XX0001,AP083494XX,Approved,2007-09-26,2007-09-26,2007-09-26,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","Synergis Technologies Group Corporation",Kentwood,MI,Michigan,"Synergis Technologies Group Corporation","Synergis Technologies Group Corporation",Yes,1800000,1800000,0,0,1800000,0,0,N/A,,NULL
2007,08083496XX0001,AP083496XX,Approved,2007-09-27,2007-09-27,2007-09-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334519,"Other Measuring and Controlling Device Manufacturing","Short Term","World Trade Finance Inc","World Trade Finance Inc","Astronomical Consultants & Equipment Inc",Tucson,AZ,Arizona,"Astronomical Consultants & Equipment Inc","Astronomical Consultants & Equipment Inc",Yes,675000,675000,0,0,675000,675000,0,N/A,,NULL
2007,08083497XX0001,AP083497XX,Approved,2007-09-27,2007-09-27,2007-09-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334515,"Instrument Manufacturing for Measuring and Testing Electricity and Electric","Short Term","Sovereign Bank","Sovereign Bank","Global Power Technology, Inc.",Edison,NJ,"New Jersey","Global Power Technology, Inc.","Global Power Technology, Inc.",Yes,1125000,1125000,0,0,0,0,0,N/A,,NULL
2007,08083498XX0001,AP083498XX,Approved,2007-09-27,2007-09-27,2007-09-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3559,"Metalworking Machinery - NEC","Short Term","General Electric Capital Corporation","General Electric Capital Corporation","Milacron Inc.",Cincinnati,OH,Ohio,"Milacron Inc.","Milacron Inc.",Yes,5400000,5400000,0,0,0,0,0,N/A,,NULL
2007,08083499XX0001,AP083499XX,Approved,2007-09-27,2007-09-27,2007-09-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5084,"Industrial Machinery and Equipment","Short Term","Comerica Incorporated","Comerica Incorporated","Emd Services International Llc",Harvey,LA,Louisiana,"Emd Services International Llc","Emd Services International Llc",Yes,1530000,1530000,0,0,1530000,0,0,N/A,,NULL
2007,08083500XX0001,AP083500XX,Approved,2007-09-27,2007-09-27,2007-09-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","Short Term","Pnc Bank, N.a.","Pnc Bank, N.a.","Anglo American Hardwood, Llc",Mason,OH,Ohio,"Anglo American Hardwood, Llc","Anglo American Hardwood, Llc",Yes,6300000,6300000,0,0,6300000,0,0,N/A,,NULL
2007,08083501XX0001,AP083501XX,Approved,2007-09-27,2007-09-27,2007-09-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3589,"Service Industry Machinery - NEC","Short Term","Jp Morgan Chase Bank, Na","Jp Morgan Chase Bank, Na","J & Y International Entp Llc","Menomonee Falls",WI,Wisconsin,"J & Y International Entp Llc","J & Y International Entp Llc",Yes,900000,900000,0,0,900000,0,0,N/A,,NULL
2007,08083503XX0001,AP083503XX,Approved,2007-09-27,2007-09-27,2007-09-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",333318,"Other Commercial and Service Industry Machinery Manufacturing","Short Term","Omnibank, N.A.","Omnibank, N.A.","Headworks Inc.",Houston,TX,Texas,"Headworks Inc.","Headworks Inc.",Yes,900000,900000,0,0,900000,0,900000,N/A,,NULL
2007,08083504XX0001,AP083504XX,Approved,2007-09-27,2007-09-27,2007-09-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5153,"Grain and Field Beans","Short Term","Wells Fargo Bank Minnesota Na","Wells Fargo Business Credit Inc.","North Star Rail Intermodal Llc",Edina,MN,Minnesota,"North Star Rail Intermodal Llc","North Star Rail Intermodal Llc",Yes,1800000,1800000,0,0,1800000,0,0,N/A,,NULL
2007,08083505XX0001,AP083505XX,Approved,2007-09-28,2007-09-28,2007-09-28,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5045,"Computers and Computer Peripheral Equipment and So","Short Term","Bank Of America N.A.","Bank Of America N.A.","Emersys Inc","San Diego",CA,California,"Emersys Inc","Emersys Inc",Yes,900000,900000,0,0,900000,0,0,N/A,,NULL
2007,08083506XX0001,AP083506XX,Approved,2007-09-28,2007-09-28,2007-09-28,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3851,"Ophthalmic Goods","Short Term","Wells Fargo Bank Minnesota Na","Wells Fargo, N.A.","O I I International, Inc.",Ontario,CA,California,"O I I International, Inc.","O I I International, Inc.",Yes,2250000,2250000,0,0,2250000,0,0,N/A,,NULL
2007,08083507XX0001,AP083507XX,Approved,2007-09-28,2007-09-28,2007-09-28,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",2899,"Chemicals and Chemical Preparations - NEC","Short Term","Sterling Bank","Sterling Bank","Geodynamics, Inc.",Millsap,TX,Texas,"Geodynamics, Inc.","Geodynamics, Inc.",Yes,2700000,2700000,0,0,2700000,0,0,N/A,,NULL
2007,08084095XX0001,AP084095XX,Approved,1900-01-01,1900-01-01,1900-01-01,No,No,Canada,Guarantee,N/A,Board,3721,Aircraft,"Long Term","General Electric Capital Aviation Funding","Citigroup, Inc.","Boeing Company, The",Everett,WA,Washington,"General Electric Capital Aviation Funding","General Electric Capital Aviation Funding",,0,262791666.7,0,0,0,0,0,N/A,,NULL
2007,08403041XX0001,403041,Approved,2007-03-28,2007-03-28,2007-03-28,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",333993,"Packaging Machinery Manufacturing","Medium Term","Ups Capital Business Credit","Ups Capital Business Credit","Mb Corporation",Novato,CA,California,"Cacao Y Cafes Del Sur, S.A. De C.V.","Cacao Y Cafes Del Sur, S.A. De C.V.",,1042694,1042694,0,0,1042694,0,0,N/A,,NULL
2007,08403319XX0001,403319,Approved,2007-08-08,2007-08-08,2007-08-08,No,No,Brazil,Guarantee,N/A,"Individual Delegated Authority",237990,"Other Heavy and Civil Engineering Construction","Medium Term","HSBC Asset Finance M.O.G. Holdings (UK) Ltd","HSBC Asset Finance M.O.G. Holdings (UK) Ltd","Crown Iron Works Co, The",Roseville,MN,Minnesota,"Parnaplast Industria de Plasticos Ltda.","Parnaplast Industria de Plasticos Ltda.",,1201520,1201520,0,0,1201520,0,0,N/A,,NULL
2007,08403319XX0002,403319,Approved,2007-08-08,2007-08-08,2007-08-08,No,No,Brazil,Guarantee,N/A,"Individual Delegated Authority",237990,"Other Heavy and Civil Engineering Construction","Medium Term","HSBC Asset Finance M.O.G. Holdings (UK) Ltd","HSBC Asset Finance M.O.G. Holdings (UK) Ltd","Crown Iron Works Co, The",Roseville,MN,Minnesota,"Parnaplast Industria de Plasticos Ltda.","Parnaplast Industria de Plasticos Ltda.",,344784,344784,0,0,344784,0,0,N/A,,NULL
